CaseID,Activity,Timestamp,Lifecycle
Job_298,Cutting,21.69,QUEUE_ENTER
Job_9,Cutting,22.37,QUEUE_ENTER
Job_357,Cutting,22.68,QUEUE_ENTER
Job_324,Cutting,22.87,QUEUE_ENTER
Job_297,Cutting,23.29,QUEUE_ENTER
Job_250,Cutting,23.82,QUEUE_ENTER
Job_79,Cutting,24.07,QUEUE_ENTER
Job_197,Cutting,24.28,QUEUE_ENTER
Job_269,Cutting,26.13,QUEUE_ENTER
Job_395,Cutting,26.52,QUEUE_ENTER
Job_426,Cutting,28.13,QUEUE_ENTER
Job_260,Cutting,28.96,QUEUE_ENTER
Job_221,Cutting,29.75,QUEUE_ENTER
Job_44,Cutting,30.23,QUEUE_ENTER
Job_78,Cutting,30.53,QUEUE_ENTER
Job_334,Cutting,30.54,QUEUE_ENTER
Job_115,Cutting,31.98,QUEUE_ENTER
Job_493,Cutting,32.41,QUEUE_ENTER
Job_313,Cutting,33.45,QUEUE_ENTER
Job_238,Cutting,34.23,QUEUE_ENTER
Job_283,Cutting,34.84,QUEUE_ENTER
Job_88,Cutting,35.07,QUEUE_ENTER
Job_45,Cutting,35.45,QUEUE_ENTER
Job_441,Cutting,35.97,QUEUE_ENTER
Job_273,Cutting,36.31,QUEUE_ENTER
Job_314,Cutting,37.31,QUEUE_ENTER
Job_316,Cutting,37.67,QUEUE_ENTER
Job_36,Cutting,38.12,QUEUE_ENTER
Job_491,Cutting,38.5,QUEUE_ENTER
Job_289,Cutting,39.2,QUEUE_ENTER
Job_350,Cutting,39.51,QUEUE_ENTER
Job_198,Cutting,39.76,QUEUE_ENTER
Job_111,Cutting,41.07,QUEUE_ENTER
Job_85,Cutting,41.93,QUEUE_ENTER
Job_303,Cutting,42.86,QUEUE_ENTER
Job_483,Cutting,42.98,QUEUE_ENTER
Job_416,Cutting,43.22,QUEUE_ENTER
Job_19,Cutting,43.47,QUEUE_ENTER
Job_67,Cutting,44.12,QUEUE_ENTER
Job_206,Cutting,45.01,QUEUE_ENTER
Job_209,Cutting,45.05,QUEUE_ENTER
Job_93,Cutting,46.01,QUEUE_ENTER
Job_473,Cutting,46.86,QUEUE_ENTER
Job_499,Cutting,48.58,QUEUE_ENTER
Job_442,Cutting,49.32,QUEUE_ENTER
Job_375,Cutting,49.59,QUEUE_ENTER
Job_240,Cutting,49.73,QUEUE_ENTER
Job_152,Cutting,50.24,QUEUE_ENTER
Job_70,Cutting,50.68,QUEUE_ENTER
Job_431,Cutting,52.05,QUEUE_ENTER
Job_211,Cutting,52.23,QUEUE_ENTER
Job_191,Cutting,52.59,QUEUE_ENTER
Job_355,Cutting,53.81,QUEUE_ENTER
Job_69,Cutting,54.56,QUEUE_ENTER
Job_247,Cutting,55.27,QUEUE_ENTER
Job_422,Cutting,55.58,QUEUE_ENTER
Job_232,Cutting,55.83,QUEUE_ENTER
Job_392,Cutting,56.38,QUEUE_ENTER
Job_29,Cutting,58.57,QUEUE_ENTER
Job_363,Cutting,59.78,QUEUE_ENTER
Job_147,Cutting,60.16,QUEUE_ENTER
Job_356,Cutting,61.6,QUEUE_ENTER
Job_196,Cutting,62.55,QUEUE_ENTER
Job_295,Cutting,63.21,QUEUE_ENTER
Job_144,Cutting,63.93,QUEUE_ENTER
Job_311,Cutting,64.72,QUEUE_ENTER
Job_387,Cutting,65.3,QUEUE_ENTER
Job_394,Cutting,65.61,QUEUE_ENTER
Job_479,Cutting,65.61,QUEUE_ENTER
Job_55,Cutting,67.08,QUEUE_ENTER
Job_130,Cutting,67.15,QUEUE_ENTER
Job_341,Cutting,67.29,QUEUE_ENTER
Job_98,Cutting,67.38,QUEUE_ENTER
Job_447,Cutting,67.96,QUEUE_ENTER
Job_175,Cutting,68.18,QUEUE_ENTER
Job_156,Cutting,68.54,QUEUE_ENTER
Job_402,Cutting,68.66,QUEUE_ENTER
Job_412,Cutting,68.81,QUEUE_ENTER
Job_121,Cutting,69.0,QUEUE_ENTER
Job_104,Cutting,69.32,QUEUE_ENTER
Job_186,Cutting,69.58,QUEUE_ENTER
Job_189,Cutting,70.11,QUEUE_ENTER
Job_125,Cutting,71.63,QUEUE_ENTER
Job_376,Cutting,72.46,QUEUE_ENTER
Job_396,Cutting,73.02,QUEUE_ENTER
Job_305,Cutting,74.05,QUEUE_ENTER
Job_155,Cutting,74.13,QUEUE_ENTER
Job_92,Cutting,75.54,QUEUE_ENTER
Job_414,Cutting,76.94,QUEUE_ENTER
Job_272,Cutting,77.28,QUEUE_ENTER
Job_23,Cutting,77.38,QUEUE_ENTER
Job_6,Cutting,77.63,QUEUE_ENTER
Job_256,Cutting,78.09,QUEUE_ENTER
Job_165,Cutting,80.92,QUEUE_ENTER
Job_286,Cutting,81.07,QUEUE_ENTER
Job_391,Cutting,81.28,QUEUE_ENTER
Job_231,Cutting,81.92,QUEUE_ENTER
Job_346,Cutting,82.22,QUEUE_ENTER
Job_188,Cutting,82.25,QUEUE_ENTER
Job_405,Cutting,82.59,QUEUE_ENTER
Job_159,Cutting,83.05,QUEUE_ENTER
Job_258,Cutting,84.01,QUEUE_ENTER
Job_435,Cutting,84.48,QUEUE_ENTER
Job_77,Cutting,85.13,QUEUE_ENTER
Job_18,Cutting,85.45,QUEUE_ENTER
Job_82,Cutting,86.59,QUEUE_ENTER
Job_49,Cutting,87.96,QUEUE_ENTER
Job_476,Cutting,88.22,QUEUE_ENTER
Job_212,Cutting,88.63,QUEUE_ENTER
Job_471,Cutting,89.19,QUEUE_ENTER
Job_5,Cutting,91.38,QUEUE_ENTER
Job_255,Cutting,91.59,QUEUE_ENTER
Job_495,Cutting,92.33,QUEUE_ENTER
Job_372,Cutting,92.34,QUEUE_ENTER
Job_168,Cutting,92.38,QUEUE_ENTER
Job_371,Cutting,92.94,QUEUE_ENTER
Job_418,Cutting,94.16,QUEUE_ENTER
Job_440,Cutting,94.16,QUEUE_ENTER
Job_489,Cutting,94.48,QUEUE_ENTER
Job_166,Cutting,94.85,QUEUE_ENTER
Job_264,Cutting,95.08,QUEUE_ENTER
Job_122,Cutting,95.63,QUEUE_ENTER
Job_174,Cutting,97.38,QUEUE_ENTER
Job_490,Cutting,98.08,QUEUE_ENTER
Job_228,Cutting,98.46,QUEUE_ENTER
Job_337,Cutting,99.47,QUEUE_ENTER
Job_480,Cutting,99.59,QUEUE_ENTER
Job_97,Cutting,100.05,QUEUE_ENTER
Job_136,Cutting,100.54,QUEUE_ENTER
Job_236,Cutting,104.2,QUEUE_ENTER
Job_317,Cutting,104.43,QUEUE_ENTER
Job_84,Cutting,104.66,QUEUE_ENTER
Job_448,Cutting,105.25,QUEUE_ENTER
Job_253,Cutting,105.71,QUEUE_ENTER
Job_408,Cutting,106.48,QUEUE_ENTER
Job_222,Cutting,106.62,QUEUE_ENTER
Job_301,Cutting,107.34,QUEUE_ENTER
Job_86,Cutting,107.65,QUEUE_ENTER
Job_161,Cutting,107.77,QUEUE_ENTER
Job_281,Cutting,109.38,QUEUE_ENTER
Job_199,Cutting,110.26,QUEUE_ENTER
Job_20,Cutting,110.33,QUEUE_ENTER
Job_345,Cutting,110.78,QUEUE_ENTER
Job_366,Cutting,111.33,QUEUE_ENTER
Job_215,Cutting,111.65,QUEUE_ENTER
Job_386,Cutting,111.76,QUEUE_ENTER
Job_453,Cutting,112.04,QUEUE_ENTER
Job_52,Cutting,112.28,QUEUE_ENTER
Job_1,Cutting,112.36,QUEUE_ENTER
Job_1,Cutting,112.36,START
Job_279,Cutting,112.37,QUEUE_ENTER
Job_466,Cutting,112.42,QUEUE_ENTER
Job_385,Cutting,112.64,QUEUE_ENTER
Job_60,Cutting,112.94,QUEUE_ENTER
Job_282,Cutting,115.26,QUEUE_ENTER
Job_348,Cutting,115.31,QUEUE_ENTER
Job_8,Cutting,116.6,QUEUE_ENTER
Job_48,Cutting,116.76,QUEUE_ENTER
Job_377,Cutting,117.31,QUEUE_ENTER
Job_380,Cutting,117.56,QUEUE_ENTER
Job_171,Cutting,118.16,QUEUE_ENTER
Job_454,Cutting,118.58,QUEUE_ENTER
Job_195,Cutting,119.09,QUEUE_ENTER
Job_472,Cutting,119.1,QUEUE_ENTER
Job_41,Cutting,119.55,QUEUE_ENTER
Job_102,Cutting,120.23,QUEUE_ENTER
Job_300,Cutting,121.53,QUEUE_ENTER
Job_474,Cutting,123.36,QUEUE_ENTER
Job_498,Cutting,123.68,QUEUE_ENTER
Job_61,Cutting,124.45,QUEUE_ENTER
Job_204,Cutting,124.85,QUEUE_ENTER
Job_127,Cutting,125.27,QUEUE_ENTER
Job_143,Cutting,125.92,QUEUE_ENTER
Job_187,Cutting,128.46,QUEUE_ENTER
Job_478,Cutting,128.72,QUEUE_ENTER
Job_163,Cutting,129.27,QUEUE_ENTER
Job_233,Cutting,131.06,QUEUE_ENTER
Job_38,Cutting,131.69,QUEUE_ENTER
Job_374,Cutting,131.76,QUEUE_ENTER
Job_436,Cutting,132.84,QUEUE_ENTER
Job_325,Cutting,133.66,QUEUE_ENTER
Job_224,Cutting,134.58,QUEUE_ENTER
Job_235,Cutting,134.92,QUEUE_ENTER
Job_203,Cutting,134.94,QUEUE_ENTER
Job_420,Cutting,136.2,QUEUE_ENTER
Job_43,Cutting,137.48,QUEUE_ENTER
Job_208,Cutting,138.44,QUEUE_ENTER
Job_290,Cutting,138.8,QUEUE_ENTER
Job_35,Cutting,139.68,QUEUE_ENTER
Job_496,Cutting,139.85,QUEUE_ENTER
Job_427,Cutting,140.42,QUEUE_ENTER
Job_251,Cutting,141.35,QUEUE_ENTER
Job_267,Cutting,141.75,QUEUE_ENTER
Job_381,Cutting,142.28,QUEUE_ENTER
Job_288,Cutting,142.66,QUEUE_ENTER
Job_124,Cutting,143.96,QUEUE_ENTER
Job_133,Cutting,144.18,QUEUE_ENTER
Job_331,Cutting,144.27,QUEUE_ENTER
Job_179,Cutting,145.76,QUEUE_ENTER
Job_407,Cutting,146.55,QUEUE_ENTER
Job_287,Cutting,146.67,QUEUE_ENTER
Job_421,Cutting,146.89,QUEUE_ENTER
Job_468,Cutting,147.76,QUEUE_ENTER
Job_307,Cutting,148.14,QUEUE_ENTER
Job_227,Cutting,149.48,QUEUE_ENTER
Job_100,Cutting,150.66,QUEUE_ENTER
Job_71,Cutting,151.03,QUEUE_ENTER
Job_202,Cutting,152.83,QUEUE_ENTER
Job_74,Cutting,153.5,QUEUE_ENTER
Job_488,Cutting,154.34,QUEUE_ENTER
Job_17,Cutting,155.64,QUEUE_ENTER
Job_112,Cutting,155.68,QUEUE_ENTER
Job_176,Cutting,155.72,QUEUE_ENTER
Job_193,Cutting,156.29,QUEUE_ENTER
Job_340,Cutting,156.75,QUEUE_ENTER
Job_12,Cutting,156.82,QUEUE_ENTER
Job_379,Cutting,159.75,QUEUE_ENTER
Job_1,Cutting,161.24,COMPLETE
Job_1,Drilling,161.24,QUEUE_ENTER
Job_1,Drilling,161.24,START
Job_2,Cutting,161.24,START
Job_339,Cutting,161.73,QUEUE_ENTER
Job_37,Cutting,162.19,QUEUE_ENTER
Job_378,Cutting,162.27,QUEUE_ENTER
Job_494,Cutting,163.3,QUEUE_ENTER
Job_257,Cutting,163.99,QUEUE_ENTER
Job_154,Cutting,164.28,QUEUE_ENTER
Job_481,Cutting,164.44,QUEUE_ENTER
Job_26,Cutting,164.62,QUEUE_ENTER
Job_64,Cutting,165.57,QUEUE_ENTER
Job_373,Cutting,166.01,QUEUE_ENTER
Job_455,Cutting,167.11,QUEUE_ENTER
Job_482,Cutting,169.18,QUEUE_ENTER
Job_329,Cutting,169.53,QUEUE_ENTER
Job_423,Cutting,171.38,QUEUE_ENTER
Job_351,Cutting,171.52,QUEUE_ENTER
Job_230,Cutting,171.56,QUEUE_ENTER
Job_464,Cutting,172.18,QUEUE_ENTER
Job_276,Cutting,173.16,QUEUE_ENTER
Job_245,Cutting,173.28,QUEUE_ENTER
Job_321,Cutting,173.49,QUEUE_ENTER
Job_226,Cutting,174.0,QUEUE_ENTER
Job_99,Cutting,174.18,QUEUE_ENTER
Job_214,Cutting,174.73,QUEUE_ENTER
Job_360,Cutting,174.88,QUEUE_ENTER
Job_58,Cutting,175.1,QUEUE_ENTER
Job_465,Cutting,176.51,QUEUE_ENTER
Job_107,Cutting,177.09,QUEUE_ENTER
Job_343,Cutting,177.19,QUEUE_ENTER
Job_265,Cutting,177.51,QUEUE_ENTER
Job_4,Cutting,177.72,QUEUE_ENTER
Job_485,Cutting,178.04,QUEUE_ENTER
Job_445,Cutting,178.45,QUEUE_ENTER
Job_390,Cutting,179.15,QUEUE_ENTER
Job_263,Cutting,179.69,QUEUE_ENTER
Job_1,Drilling,179.72,COMPLETE
Job_1,Milling,179.72,QUEUE_ENTER
Job_1,Milling,179.72,START
Job_128,Cutting,182.32,QUEUE_ENTER
Job_177,Cutting,182.37,QUEUE_ENTER
Job_271,Cutting,182.37,QUEUE_ENTER
Job_183,Cutting,183.29,QUEUE_ENTER
Job_434,Cutting,183.44,QUEUE_ENTER
Job_3,Cutting,183.56,QUEUE_ENTER
Job_32,Cutting,184.5,QUEUE_ENTER
Job_429,Cutting,184.54,QUEUE_ENTER
Job_137,Cutting,185.08,QUEUE_ENTER
Job_63,Cutting,185.44,QUEUE_ENTER
Job_150,Cutting,185.45,QUEUE_ENTER
Job_51,Cutting,185.47,QUEUE_ENTER
Job_73,Cutting,185.48,QUEUE_ENTER
Job_135,Cutting,185.58,QUEUE_ENTER
Job_492,Cutting,185.75,QUEUE_ENTER
Job_225,Cutting,185.88,QUEUE_ENTER
Job_389,Cutting,186.14,QUEUE_ENTER
Job_461,Cutting,186.83,QUEUE_ENTER
Job_56,Cutting,188.82,QUEUE_ENTER
Job_323,Cutting,189.28,QUEUE_ENTER
Job_68,Cutting,190.02,QUEUE_ENTER
Job_109,Cutting,190.04,QUEUE_ENTER
Job_330,Cutting,190.31,QUEUE_ENTER
Job_220,Cutting,190.89,QUEUE_ENTER
Job_167,Cutting,191.74,QUEUE_ENTER
Job_200,Cutting,192.25,QUEUE_ENTER
Job_25,Cutting,192.61,QUEUE_ENTER
Job_229,Cutting,192.77,QUEUE_ENTER
Job_213,Cutting,193.17,QUEUE_ENTER
Job_103,Cutting,193.2,QUEUE_ENTER
Job_312,Cutting,193.45,QUEUE_ENTER
Job_280,Cutting,193.75,QUEUE_ENTER
Job_178,Cutting,194.24,QUEUE_ENTER
Job_27,Cutting,194.89,QUEUE_ENTER
Job_42,Cutting,197.61,QUEUE_ENTER
Job_500,Cutting,197.91,QUEUE_ENTER
Job_39,Cutting,198.06,QUEUE_ENTER
Job_452,Cutting,198.53,QUEUE_ENTER
Job_438,Cutting,198.57,QUEUE_ENTER
Job_164,Cutting,199.14,QUEUE_ENTER
Job_192,Cutting,199.47,QUEUE_ENTER
Job_277,Cutting,201.89,QUEUE_ENTER
Job_477,Cutting,202.15,QUEUE_ENTER
Job_432,Cutting,203.22,QUEUE_ENTER
Job_404,Cutting,203.26,QUEUE_ENTER
Job_274,Cutting,203.6,QUEUE_ENTER
Job_484,Cutting,203.89,QUEUE_ENTER
Job_141,Cutting,204.99,QUEUE_ENTER
Job_254,Cutting,205.9,QUEUE_ENTER
Job_294,Cutting,206.32,QUEUE_ENTER
Job_139,Cutting,206.37,QUEUE_ENTER
Job_22,Cutting,207.28,QUEUE_ENTER
Job_118,Cutting,207.68,QUEUE_ENTER
Job_393,Cutting,207.71,QUEUE_ENTER
Job_142,Cutting,208.1,QUEUE_ENTER
Job_94,Cutting,209.0,QUEUE_ENTER
Job_34,Cutting,210.59,QUEUE_ENTER
Job_65,Cutting,211.22,QUEUE_ENTER
Job_119,Cutting,211.67,QUEUE_ENTER
Job_181,Cutting,212.71,QUEUE_ENTER
Job_153,Cutting,212.72,QUEUE_ENTER
Job_326,Cutting,213.52,QUEUE_ENTER
Job_252,Cutting,213.6,QUEUE_ENTER
Job_487,Cutting,213.64,QUEUE_ENTER
Job_160,Cutting,214.75,QUEUE_ENTER
Job_180,Cutting,214.85,QUEUE_ENTER
Job_2,Cutting,215.43,COMPLETE
Job_2,Drilling,215.43,QUEUE_ENTER
Job_2,Drilling,215.43,START
Job_3,Cutting,215.43,START
Job_113,Cutting,215.71,QUEUE_ENTER
Job_105,Cutting,216.68,QUEUE_ENTER
Job_132,Cutting,217.03,QUEUE_ENTER
Job_362,Cutting,217.03,QUEUE_ENTER
Job_275,Cutting,217.19,QUEUE_ENTER
Job_259,Cutting,218.0,QUEUE_ENTER
Job_347,Cutting,218.12,QUEUE_ENTER
Job_237,Cutting,219.25,QUEUE_ENTER
Job_457,Cutting,219.45,QUEUE_ENTER
Job_352,Cutting,219.81,QUEUE_ENTER
Job_219,Cutting,219.84,QUEUE_ENTER
Job_185,Cutting,221.06,QUEUE_ENTER
Job_419,Cutting,222.49,QUEUE_ENTER
Job_1,Milling,222.63,COMPLETE
Job_1,Assembly,222.63,QUEUE_ENTER
Job_1,Assembly,222.63,START
Job_319,Cutting,224.23,QUEUE_ENTER
Job_87,Cutting,224.28,QUEUE_ENTER
Job_398,Cutting,224.46,QUEUE_ENTER
Job_304,Cutting,224.59,QUEUE_ENTER
Job_46,Cutting,225.18,QUEUE_ENTER
Job_47,Cutting,225.26,QUEUE_ENTER
Job_354,Cutting,225.28,QUEUE_ENTER
Job_296,Cutting,226.03,QUEUE_ENTER
Job_217,Cutting,226.51,QUEUE_ENTER
Job_242,Cutting,227.03,QUEUE_ENTER
Job_462,Cutting,227.18,QUEUE_ENTER
Job_328,Cutting,227.19,QUEUE_ENTER
Job_469,Cutting,228.05,QUEUE_ENTER
Job_332,Cutting,228.3,QUEUE_ENTER
Job_138,Cutting,228.31,QUEUE_ENTER
Job_291,Cutting,228.54,QUEUE_ENTER
Job_285,Cutting,228.57,QUEUE_ENTER
Job_90,Cutting,228.74,QUEUE_ENTER
Job_108,Cutting,229.08,QUEUE_ENTER
Job_400,Cutting,229.31,QUEUE_ENTER
Job_388,Cutting,229.95,QUEUE_ENTER
Job_310,Cutting,230.27,QUEUE_ENTER
Job_62,Cutting,230.7,QUEUE_ENTER
Job_428,Cutting,230.83,QUEUE_ENTER
Job_81,Cutting,230.85,QUEUE_ENTER
Job_162,Cutting,232.04,QUEUE_ENTER
Job_433,Cutting,232.57,QUEUE_ENTER
Job_53,Cutting,233.14,QUEUE_ENTER
Job_149,Cutting,233.96,QUEUE_ENTER
Job_318,Cutting,234.11,QUEUE_ENTER
Job_460,Cutting,234.99,QUEUE_ENTER
Job_2,Drilling,235.57,COMPLETE
Job_2,Milling,235.57,QUEUE_ENTER
Job_2,Milling,235.57,START
Job_367,Cutting,236.22,QUEUE_ENTER
Job_333,Cutting,236.26,QUEUE_ENTER
Job_306,Cutting,236.68,QUEUE_ENTER
Job_76,Cutting,236.75,QUEUE_ENTER
Job_246,Cutting,237.98,QUEUE_ENTER
Job_262,Cutting,238.37,QUEUE_ENTER
Job_424,Cutting,238.78,QUEUE_ENTER
Job_91,Cutting,239.19,QUEUE_ENTER
Job_134,Cutting,239.23,QUEUE_ENTER
Job_116,Cutting,239.82,QUEUE_ENTER
Job_444,Cutting,240.29,QUEUE_ENTER
Job_248,Cutting,241.08,QUEUE_ENTER
Job_365,Cutting,241.53,QUEUE_ENTER
Job_241,Cutting,241.92,QUEUE_ENTER
Job_15,Cutting,242.23,QUEUE_ENTER
Job_173,Cutting,242.35,QUEUE_ENTER
Job_33,Cutting,242.81,QUEUE_ENTER
Job_338,Cutting,243.26,QUEUE_ENTER
Job_342,Cutting,245.03,QUEUE_ENTER
Job_80,Cutting,245.12,QUEUE_ENTER
Job_467,Cutting,245.19,QUEUE_ENTER
Job_446,Cutting,245.62,QUEUE_ENTER
Job_443,Cutting,246.29,QUEUE_ENTER
Job_244,Cutting,246.63,QUEUE_ENTER
Job_184,Cutting,246.78,QUEUE_ENTER
Job_475,Cutting,246.98,QUEUE_ENTER
Job_292,Cutting,248.26,QUEUE_ENTER
Job_382,Cutting,250.84,QUEUE_ENTER
Job_406,Cutting,251.21,QUEUE_ENTER
Job_430,Cutting,251.75,QUEUE_ENTER
Job_449,Cutting,252.27,QUEUE_ENTER
Job_293,Cutting,254.09,QUEUE_ENTER
Job_31,Cutting,255.34,QUEUE_ENTER
Job_383,Cutting,256.49,QUEUE_ENTER
Job_239,Cutting,258.04,QUEUE_ENTER
Job_409,Cutting,258.9,QUEUE_ENTER
Job_10,Cutting,258.93,QUEUE_ENTER
Job_401,Cutting,259.33,QUEUE_ENTER
Job_415,Cutting,259.4,QUEUE_ENTER
Job_158,Cutting,260.11,QUEUE_ENTER
Job_169,Cutting,260.44,QUEUE_ENTER
Job_157,Cutting,260.48,QUEUE_ENTER
Job_145,Cutting,260.59,QUEUE_ENTER
Job_170,Cutting,260.67,QUEUE_ENTER
Job_96,Cutting,260.97,QUEUE_ENTER
Job_172,Cutting,261.23,QUEUE_ENTER
Job_123,Cutting,262.41,QUEUE_ENTER
Job_249,Cutting,264.58,QUEUE_ENTER
Job_216,Cutting,266.08,QUEUE_ENTER
Job_11,Cutting,266.16,QUEUE_ENTER
Job_131,Cutting,266.62,QUEUE_ENTER
Job_207,Cutting,267.63,QUEUE_ENTER
Job_89,Cutting,268.17,QUEUE_ENTER
Job_336,Cutting,268.23,QUEUE_ENTER
Job_410,Cutting,269.21,QUEUE_ENTER
Job_24,Cutting,270.13,QUEUE_ENTER
Job_397,Cutting,270.29,QUEUE_ENTER
Job_261,Cutting,270.87,QUEUE_ENTER
Job_3,Cutting,271.15,COMPLETE
Job_3,Drilling,271.15,QUEUE_ENTER
Job_3,Drilling,271.15,START
Job_4,Cutting,271.15,START
Job_66,Cutting,271.25,QUEUE_ENTER
Job_13,Cutting,272.27,QUEUE_ENTER
Job_30,Cutting,274.46,QUEUE_ENTER
Job_458,Cutting,274.52,QUEUE_ENTER
Job_456,Cutting,274.93,QUEUE_ENTER
Job_278,Cutting,274.99,QUEUE_ENTER
Job_322,Cutting,275.25,QUEUE_ENTER
Job_486,Cutting,275.52,QUEUE_ENTER
Job_146,Cutting,276.25,QUEUE_ENTER
Job_369,Cutting,278.13,QUEUE_ENTER
Job_14,Cutting,278.91,QUEUE_ENTER
Job_450,Cutting,279.77,QUEUE_ENTER
Job_95,Cutting,280.31,QUEUE_ENTER
Job_368,Cutting,280.88,QUEUE_ENTER
Job_7,Cutting,281.85,QUEUE_ENTER
Job_120,Cutting,283.28,QUEUE_ENTER
Job_359,Cutting,284.02,QUEUE_ENTER
Job_59,Cutting,284.94,QUEUE_ENTER
Job_117,Cutting,285.07,QUEUE_ENTER
Job_57,Cutting,285.12,QUEUE_ENTER
Job_335,Cutting,285.14,QUEUE_ENTER
Job_266,Cutting,285.16,QUEUE_ENTER
Job_344,Cutting,285.67,QUEUE_ENTER
Job_234,Cutting,286.98,QUEUE_ENTER
Job_309,Cutting,287.04,QUEUE_ENTER
Job_223,Cutting,287.42,QUEUE_ENTER
Job_284,Cutting,288.34,QUEUE_ENTER
Job_320,Cutting,288.83,QUEUE_ENTER
Job_315,Cutting,289.05,QUEUE_ENTER
Job_308,Cutting,289.81,QUEUE_ENTER
Job_413,Cutting,290.33,QUEUE_ENTER
Job_2,Milling,290.78,COMPLETE
Job_2,Assembly,290.78,QUEUE_ENTER
Job_451,Cutting,291.35,QUEUE_ENTER
Job_28,Cutting,291.9,QUEUE_ENTER
Job_411,Cutting,292.6,QUEUE_ENTER
Job_361,Cutting,293.1,QUEUE_ENTER
Job_403,Cutting,294.34,QUEUE_ENTER
Job_327,Cutting,294.35,QUEUE_ENTER
Job_218,Cutting,295.4,QUEUE_ENTER
Job_243,Cutting,295.5,QUEUE_ENTER
Job_126,Cutting,296.32,QUEUE_ENTER
Job_270,Cutting,297.85,QUEUE_ENTER
Job_190,Cutting,298.24,QUEUE_ENTER
Job_3,Drilling,303.97,COMPLETE
Job_3,Milling,303.97,QUEUE_ENTER
Job_3,Milling,303.97,START
Job_1,Assembly,315.75,COMPLETE
Job_1,Inspection,315.75,QUEUE_ENTER
Job_1,Inspection,315.75,START
Job_2,Assembly,315.75,START
Job_4,Cutting,332.38,COMPLETE
Job_4,Drilling,332.38,QUEUE_ENTER
Job_4,Drilling,332.38,START
Job_5,Cutting,332.38,START
Job_4,Drilling,351.72,COMPLETE
Job_4,Milling,351.72,QUEUE_ENTER
Job_1,Inspection,364.09,COMPLETE
Job_1,Painting,364.09,QUEUE_ENTER
Job_1,Painting,364.09,START
Job_3,Milling,366.77,COMPLETE
Job_3,Assembly,366.77,QUEUE_ENTER
Job_4,Milling,366.77,START
Job_2,Assembly,385.09,COMPLETE
Job_2,Inspection,385.09,QUEUE_ENTER
Job_2,Inspection,385.09,START
Job_3,Assembly,385.09,START
Job_5,Cutting,395.29,COMPLETE
Job_5,Drilling,395.29,QUEUE_ENTER
Job_5,Drilling,395.29,START
Job_6,Cutting,395.29,START
Job_4,Milling,410.02,COMPLETE
Job_4,Assembly,410.02,QUEUE_ENTER
Job_2,Inspection,425.17,COMPLETE
Job_2,Painting,425.17,QUEUE_ENTER
Job_5,Drilling,434.29,COMPLETE
Job_5,Milling,434.29,QUEUE_ENTER
Job_5,Milling,434.29,START
Job_6,Cutting,442.64,COMPLETE
Job_6,Drilling,442.64,QUEUE_ENTER
Job_6,Drilling,442.64,START
Job_7,Cutting,442.64,START
Job_1,Painting,450.47,COMPLETE
Job_1,Packaging,450.47,QUEUE_ENTER
Job_1,Packaging,450.47,START
Job_2,Painting,450.47,START
Job_3,Assembly,471.03,COMPLETE
Job_3,Inspection,471.03,QUEUE_ENTER
Job_3,Inspection,471.03,START
Job_4,Assembly,471.03,START
Job_5,Milling,480.39,COMPLETE
Job_5,Assembly,480.39,QUEUE_ENTER
